iter	Passed	Remaining
641	3707	2067
642	3713	2061
643	3716	2054
644	3723	2049
645	3727	2042
646	3732	2036
647	3739	2031
648	3744	2025
649	3751	2019
650	3759	2015
651	3763	2008
652	3769	2003
653	3773	1996
654	3776	1989
655	3780	1982
656	3784	1975
657	3788	1969
658	3790	1961
659	3794	1954
660	3797	1947
661	3801	1941
662	3804	1933
663	3806	1926
664	3809	1919
665	3812	1912
666	3816	1905
667	3819	1898
668	3823	1891
669	3826	1884
670	3830	1877
671	3833	1871
672	3836	1864
673	3840	1857
674	3844	1851
675	3847	1844
676	3850	1837
677	3853	1830
678	3856	1823
679	3860	1816
680	3863	1809
681	3866	1802
682	3869	1796
683	3872	1789
684	3877	1782
685	3880	1776
686	3884	1769
687	3889	1763
688	3892	1756
689	3896	1750
690	3901	1744
691	3904	1737
692	3907	1730
693	3911	1724
694	3913	1717
695	3917	1711
696	3921	1704
697	3925	1698
698	3931	1692
699	3934	1686
700	3937	1679
701	3940	1672
702	3944	1666
703	3950	1660
704	3954	1654
705	3957	1648
706	3961	1641
707	3964	1635
708	3968	1628
709	3975	1623
710	3980	1618
711	3984	1611
712	3989	1605
713	3994	1599
714	3997	1593
715	4001	1587
716	4004	1580
717	4008	1574
718	4012	1568
719	4016	1561
720	4019	1555
721	4022	1548
722	4027	1543
723	4030	1536
724	4034	1530
725	4037	1523
726	4042	1517
727	4045	1511
728	4048	1505
729	4053	1499
730	4057	1493
731	4061	1486
732	4064	1480
733	4068	1474
734	4074	1468
735	4076	1462
736	4081	1456
737	4084	1449
738	4087	1443
739	4091	1437
740	4094	1431
741	4099	1425
742	4104	1419
743	4109	1413
744	4111	1407
745	4114	1401
746	4120	1395
747	4127	1390
748	4130	1384
749	4133	1377
750	4138	1372
751	4141	1365
752	4144	1359
753	4148	1353
754	4152	1347
755	4158	1342
756	4163	1336
757	4166	1330
758	4170	1324
759	4175	1318
760	4179	1312
761	4182	1306
762	4186	1300
763	4190	1294
764	4193	1288
765	4196	1282
766	4201	1276
767	4204	1270
768	4207	1263
769	4210	1257
770	4215	1252
771	4220	1246
772	4224	1240
773	4228	1234
774	4232	1228
775	4235	1222
776	4239	1216
777	4244	1211
778	4248	1205
779	4254	1199
780	4260	1194
781	4264	1188
782	4267	1182
783	4270	1176
784	4273	1170
785	4277	1164
786	4281	1158
787	4282	1152
788	4286	1146
789	4311	1146
790	4318	1141
791	4327	1136
792	4332	1130
793	4348	1128
794	4352	1122
795	4355	1116
796	4360	1110
797	4363	1104
798	4365	1098
799	4369	1092
800	4373	1086
801	4379	1081
802	4383	1075
803	4387	1069
804	4392	1063
805	4396	1058
806	4400	1052
807	4403	1046
808	4408	1040
809	4412	1035
810	4415	1029
811	4419	1023
812	4423	1017
813	4428	1011
814	4434	1006
815	4438	1000
816	4442	995
817	4444	988
818	4448	983
819	4451	977
820	4456	971
821	4459	965
822	4463	959
823	4467	954
824	4470	948
825	4474	942
826	4476	936
827	4479	930
828	4482	924
829	4488	919
830	4490	913
831	4493	907
832	4497	901
833	4500	895
834	4506	890
835	4511	885
836	4515	879
837	4520	873
838	4523	868
839	4528	862
840	4532	856
841	4536	851
842	4540	845
843	4545	840
844	4548	834
845	4552	828
846	4555	822
847	4558	817
848	4561	811
849	4566	805
850	4570	800
851	4574	794
852	4578	788
853	4585	783
854	4588	778
855	4591	772
856	4593	766
857	4596	760
858	4601	755
859	4607	749
860	4610	744
861	4614	738
862	4616	732
863	4619	727
864	4624	721
865	4627	716
866	4630	710
867	4637	705
868	4641	699
869	4646	694
870	4649	688
871	4652	682
872	4655	677
873	4658	671
874	4661	665
875	4664	660
876	4669	654
877	4672	649
878	4678	644
879	4682	638
880	4686	632
881	4690	627
882	4694	622
883	4696	616
884	4699	610
885	4702	605
886	4706	599
887	4710	594
888	4714	588
889	4717	583
890	4720	577
891	4723	571
892	4730	566
893	4738	561
894	4744	556
895	4750	551
896	4758	546
897	4761	540
898	4764	535
899	4767	529
900	4771	524
901	4777	519
902	4782	513
903	4786	508
904	4790	502
905	4795	497
906	4798	492
907	4801	486
908	4806	481
909	4810	475
910	4814	470
911	4818	464
912	4822	459
913	4825	454
914	4828	448
915	4831	443
916	4834	437
917	4837	432
918	4840	426
919	4844	421
920	4848	415
921	4853	410
922	4857	405
923	4861	399
924	4864	394
925	4868	389
926	4872	383
927	4876	378
928	4881	373
929	4885	367
930	4890	362
931	4894	357
932	4898	351
933	4902	346
934	4906	341
935	4909	335
936	4913	330
937	4917	325
938	4921	319
939	4923	314
940	4927	308
941	4931	303
942	4936	298
943	4939	293
944	4944	287
945	4947	282
946	4951	277
947	4954	271
948	4958	266
949	4961	261
950	4967	255
951	4970	250
952	4973	245
953	4976	239
954	4980	234
955	4984	229
956	4988	224
957	4992	218
958	4995	213
959	5001	208
960	5005	203
961	5007	197
962	5011	192
963	5016	187
964	5018	182
965	5022	176
966	5027	171
967	5029	166
968	5032	161
969	5035	155
970	5039	150
971	5044	145
972	5048	140
973	5051	134
974	5055	129
975	5058	124
976	5062	119
977	5067	113
978	5070	108
979	5074	103
980	5077	98
981	5081	93
982	5085	87
983	5089	82
984	5093	77
985	5097	72
986	5101	67
987	5104	61
988	5107	56
989	5112	51
990	5116	46
991	5120	41
992	5123	36
993	5125	30
994	5128	25
995	5131	20
996	5136	15
997	5139	10
998	5143	5
999	5146	0
