iter	Passed	Remaining
0	2	118
1	4	97
2	5	82
3	6	72
4	8	72
5	9	70
6	10	64
7	11	62
8	13	61
9	15	60
10	16	58
11	17	56
12	19	56
13	21	56
14	23	55
15	24	52
16	25	50
17	26	47
18	28	45
19	28	43
20	30	41
21	31	39
22	32	37
23	33	36
24	34	34
25	35	32
26	36	30
27	37	29
28	38	27
29	39	26
30	40	24
31	41	23
32	41	21
33	43	20
34	44	18
35	45	17
36	46	16
37	47	14
38	48	13
39	48	12
40	49	10
41	50	9
42	51	8
43	52	7
44	53	5
45	54	4
46	55	3
47	56	2
48	57	1
49	58	0
