iter	Passed	Remaining
344	1527	2900
345	1531	2894
346	1535	2888
347	1539	2883
348	1542	2877
349	1546	2872
350	1551	2868
351	1558	2868
352	1561	2862
353	1568	2861
354	1571	2855
355	1575	2849
356	1578	2842
357	1582	2837
358	1587	2834
359	1591	2828
360	1597	2827
361	1600	2821
362	1608	2821
363	1614	2820
364	1618	2816
365	1623	2812
366	1629	2809
367	1632	2804
368	1636	2799
369	1640	2793
370	1648	2795
371	1654	2792
372	1657	2787
373	1661	2781
374	1664	2774
375	1669	2770
376	1673	2764
377	1676	2758
378	1680	2752
379	1683	2747
380	1687	2742
381	1691	2736
382	1695	2731
383	1700	2728
384	1708	2729
385	1716	2730
386	1722	2728
387	1726	2723
388	1731	2720
389	1735	2714
390	1740	2710
391	1745	2707
392	1750	2703
393	1753	2697
394	1757	2691
395	1760	2685
396	1764	2679
397	1768	2674
398	1771	2669
399	1775	2662
400	1780	2660
401	1785	2655
402	1787	2648
403	1794	2646
404	1798	2642
405	1802	2636
406	1806	2632
407	1810	2627
408	1815	2623
409	1819	2618
410	1822	2612
411	1825	2605
412	1829	2599
413	1833	2594
414	1837	2589
415	1840	2584
416	1843	2576
417	1847	2572
418	1852	2568
419	1855	2562
420	1860	2558
421	1864	2553
422	1867	2547
423	1872	2544
424	1877	2540
425	1882	2535
426	1886	2531
427	1890	2526
428	1895	2523
429	1900	2519
430	1904	2513
431	1911	2513
432	1915	2508
433	1919	2503
434	1922	2497
435	1926	2491
436	1932	2489
437	1937	2485
438	1942	2482
439	1947	2478
440	1951	2474
441	1957	2470
442	1967	2473
443	1980	2479
444	1992	2484
445	1998	2482
446	2008	2484
447	2016	2485
448	2021	2480
449	2026	2476
450	2030	2471
451	2033	2465
452	2037	2460
453	2045	2460
454	2051	2456
455	2053	2450
456	2057	2444
457	2062	2440
458	2065	2434
459	2068	2427
460	2072	2422
461	2076	2417
462	2080	2413
463	2085	2408
464	2088	2403
465	2093	2398
466	2096	2393
467	2100	2387
468	2106	2384
469	2112	2381
470	2115	2376
471	2119	2371
472	2124	2367
473	2127	2361
474	2131	2356
475	2139	2355
476	2143	2350
477	2148	2346
478	2154	2343
479	2157	2337
480	2162	2333
481	2165	2327
482	2170	2322
483	2175	2319
484	2179	2314
485	2184	2310
486	2189	2306
487	2194	2302
488	2200	2299
489	2204	2294
490	2210	2291
491	2212	2284
492	2216	2279
493	2220	2274
494	2224	2269
495	2226	2262
496	2229	2256
497	2235	2253
498	2242	2251
499	2246	2246
500	2250	2241
501	2256	2238
502	2260	2233
503	2266	2230
504	2274	2228
505	2277	2223
506	2282	2219
507	2285	2213
508	2289	2208
509	2293	2203
510	2297	2198
511	2302	2194
512	2307	2190
513	2312	2186
514	2317	2182
515	2323	2179
516	2326	2173
517	2330	2168
518	2333	2162
519	2338	2158
520	2340	2152
521	2346	2148
522	2350	2143
523	2352	2137
524	2356	2131
525	2361	2127
526	2367	2124
527	2373	2122
528	2378	2117
529	2383	2114
530	2386	2108
531	2390	2102
532	2394	2097
533	2398	2093
534	2405	2090
535	2411	2087
536	2414	2081
537	2417	2076
538	2421	2070
539	2424	2065
540	2429	2061
541	2433	2056
542	2437	2051
543	2441	2046
544	2446	2042
545	2451	2038
546	2454	2033
547	2458	2028
548	2461	2022
549	2465	2016
550	2468	2011
551	2472	2006
552	2475	2000
553	2477	1994
554	2480	1989
555	2484	1984
556	2487	1978
557	2491	1973
558	2496	1969
559	2499	1964
560	2504	1960
561	2507	1954
562	2510	1948
563	2514	1944
564	2518	1939
565	2522	1934
566	2528	1930
567	2532	1925
568	2535	1920
569	2540	1916
570	2543	1911
571	2547	1906
572	2550	1900
573	2553	1895
574	2558	1890
575	2561	1885
576	2564	1880
577	2568	1875
578	2572	1870
579	2576	1865
580	2579	1859
581	2581	1854
582	2585	1849
583	2590	1844
584	2593	1839
585	2596	1834
586	2599	1828
587	2602	1823
588	2608	1820
589	2611	1814
590	2615	1809
591	2621	1806
592	2626	1802
593	2630	1797
594	2632	1791
595	2635	1786
596	2639	1781
597	2644	1777
598	2647	1772
599	2651	1767
600	2659	1765
601	2667	1763
602	2675	1761
603	2679	1756
604	2682	1751
605	2685	1746
606	2688	1740
607	2691	1735
608	2695	1730
609	2698	1725
610	2701	1720
611	2706	1716
612	2711	1711
613	2714	1706
614	2718	1702
615	2722	1697
616	2727	1693
617	2731	1688
618	2735	1683
619	2739	1679
620	2744	1674
621	2747	1669
622	2750	1664
623	2755	1660
624	2759	1655
625	2763	1651
626	2769	1647
627	2773	1643
628	2778	1638
629	2782	1634
630	2786	1629
631	2790	1624
632	2794	1620
633	2798	1615
634	2804	1611
635	2808	1607
636	2811	1602
637	2815	1597
638	2818	1592
639	2824	1588
640	2829	1584
641	2835	1580
642	2839	1576
643	2844	1572
644	2851	1569
645	2858	1566
646	2861	1561
647	2867	1557
648	2872	1553
649	2877	1549
650	2884	1546
651	2891	1543
652	2897	1539
653	2902	1535
654	2906	1531
655	2914	1528
656	2921	1525
657	2925	1520
658	2929	1516
659	2935	1512
660	2941	1508
661	2953	1507
662	2961	1505
663	2968	1502
664	2975	1498
665	2982	1495
666	2986	1491
667	2991	1486
668	2998	1483
669	3002	1478
670	3005	1473
671	3008	1468
672	3010	1462
673	3014	1458
674	3020	1454
675	3023	1449
676	3028	1444
677	3032	1440
678	3035	1434
679	3038	1429
680	3041	1424
681	3047	1420
682	3050	1415
683	3055	1411
684	3061	1407
685	3064	1402
686	3067	1397
687	3071	1392
688	3076	1388
689	3081	1384
690	3086	1380
691	3093	1376
692	3099	1373
693	3104	1368
694	3107	1363
695	3112	1359
696	3115	1354
697	3117	1349
698	3121	1344
699	3124	1339
700	3129	1334
701	3133	1330
702	3137	1325
703	3143	1321
704	3149	1317
705	3153	1313
706	3156	1308
707	3166	1306
708	3174	1302
709	3182	1300
710	3189	1296
711	3197	1293
712	3202	1289
713	3207	1284
714	3212	1280
715	3219	1276
716	3223	1272
717	3227	1267
718	3231	1262
719	3234	1257
720	3241	1254
721	3245	1249
722	3248	1244
723	3253	1240
724	3258	1236
725	3262	1231
726	3266	1226
727	3269	1221
728	3273	1217
729	3278	1212
730	3284	1208
731	3290	1204
732	3295	1200
733	3299	1195
734	3304	1191
735	3309	1187
736	3314	1182
737	3317	1177
738	3322	1173
739	3328	1169
740	3331	1164
741	3335	1159
742	3340	1155
743	3346	1151
744	3350	1146
745	3354	1142
746	3358	1137
747	3362	1132
748	3370	1129
749	3377	1125
750	3385	1122
751	3391	1118
752	3394	1113
753	3399	1108
754	3402	1104
755	3410	1100
756	3415	1096
757	3422	1092
758	3425	1087
759	3431	1083
760	3434	1078
761	3439	1074
762	3444	1069
763	3447	1065
764	3452	1060
765	3456	1055
766	3461	1051
767	3468	1047
768	3473	1043
769	3477	1038
770	3481	1033
771	3488	1030
772	3492	1025
773	3496	1020
774	3501	1016
775	3506	1012
776	3510	1007
777	3516	1003
778	3520	998
779	3524	994
780	3527	989
781	3531	984
782	3535	979
783	3539	975
784	3543	970
785	3548	966
786	3551	961
787	3555	956
788	3560	952
789	3563	947
790	3566	942
791	3571	937
792	3575	933
793	3579	928
794	3585	924
795	3588	919
796	3591	914
797	3596	910
798	3599	905
799	3605	901
800	3610	896
801	3614	892
802	3619	888
803	3623	883
804	3627	878
805	3633	874
806	3637	869
807	3642	865
808	3646	860
809	3650	856
810	3654	851
811	3658	847
812	3661	842
813	3666	837
814	3671	833
815	3675	828
816	3679	824
817	3682	819
818	3687	814
819	3690	810
820	3696	805
821	3702	801
822	3706	797
823	3711	792
824	3719	788
825	3731	786
826	3740	782
827	3747	778
828	3754	774
829	3760	770
830	3768	766
831	3773	762
832	3779	757
833	3783	753
834	3787	748
835	3792	743
836	3795	739
837	3799	734
838	3803	729
839	3808	725
840	3814	721
841	3817	716
842	3822	711
843	3826	707
844	3831	702
845	3835	698
846	3840	693
847	3846	689
848	3852	685
849	3857	680
850	3861	676
851	3865	671
852	3871	667
853	3875	662
854	3879	657
855	3883	653
856	3887	648
857	3892	644
858	3900	640
859	3903	635
860	3907	630
861	3911	626
862	3916	621
863	3920	617
864	3924	612
865	3928	607
866	3933	603
867	3949	600
868	3956	596
869	3964	592
870	3967	587
871	3972	583
872	3976	578
873	3980	573
874	3983	569
875	3988	564
876	3994	560
877	3999	555
878	4003	551
879	4006	546
880	4009	541
881	4014	537
882	4017	532
883	4023	527
884	4027	523
885	4035	519
886	4041	514
887	4050	510
888	4058	506
889	4062	502
890	4066	497
891	4070	492
892	4075	488
893	4078	483
894	4082	478
895	4089	474
896	4094	470
897	4099	465
898	4101	460
899	4106	456
900	4109	451
901	4114	446
902	4117	442
903	4122	437
904	4128	433
905	4131	428
906	4138	424
907	4144	419
908	4151	415
909	4157	411
910	4161	406
911	4169	402
912	4174	397
913	4183	393
914	4192	389
915	4197	384
916	4201	380
917	4216	376
918	4225	372
919	4232	368
920	4239	363
921	4247	359
922	4257	355
923	4264	350
924	4270	346
925	4274	341
926	4279	336
927	4285	332
928	4292	328
929	4296	323
930	4300	318
931	4304	314
932	4309	309
933	4312	304
934	4318	300
935	4325	295
936	4331	291
937	4334	286
938	4338	281
939	4344	277
940	4351	272
941	4358	268
942	4367	264
943	4373	259
944	4375	254
945	4381	250
946	4389	245
947	4394	241
948	4398	236
949	4402	231
950	4405	227
951	4410	222
952	4418	217
953	4425	213
954	4428	208
955	4433	204
956	4436	199
957	4440	194
958	4445	190
959	4452	185
960	4460	181
961	4467	176
962	4472	171
963	4476	167
964	4481	162
965	4487	157
966	4492	153
967	4497	148
968	4501	144
969	4505	139
970	4511	134
971	4515	130
972	4520	125
973	4522	120
974	4527	116
975	4530	111
976	4535	106
977	4538	102
978	4541	97
979	4545	92
980	4551	88
981	4554	83
982	4561	78
983	4564	74
984	4567	69
985	4570	64
986	4573	60
987	4577	55
988	4584	50
989	4587	46
990	4591	41
991	4595	37
992	4602	32
993	4607	27
994	4611	23
995	4613	18
996	4617	13
997	4621	9
998	4625	4
999	4628	0
